,tweets
1645,"so going through a pandemic and a fuckton of police brutality with no justice wasn't enough, we have to deal with a… https://t.co/hkdZENz5T7"
1646,"antiblackness and police brutality against black people is so normalized im barely even surprised when it happens,… https://t.co/BrSknQoC86"
1647,"Biden hands “ police brutality” to congress to solve; CONGRESS responsible for 500,000 needless deaths and mass sho… https://t.co/sGANljpPQF"
1648,Just asking a policeman’s name can set off police brutality! They are definitely cocked up! https://t.co/tXjsEZzj2h
1649,@left_voice @ClaudiaMonet67 Biden/Dems introduces the bills to prevent police brutality long a ago. GOP blocking it.
1650,Police brutality is a necessary component of US racial capitalism. The old racist white guard no longer wears a hoo… https://t.co/v4qYkn8N7x
1651,"Police Brutality Against White Kid.

Ahh now I see. Equality still exists. ☝😌

https://t.co/jl8yqlw9go"
1652,This entire week I've seen so many videos of police brutality and the wickedness of people that came out. I'm in te… https://t.co/OcaBQTaGP8
1653,So let me get this straight; You can't empathize with us about police brutality within the black community but you… https://t.co/081A0oXLXK
1654,@MadbanditRoy @ThinkImFunny @StandingNew @nytimes You are literally shaming people for not caring about police brut… https://t.co/YnBNtWAQvc
1655,"Ladies and Gentlemen, here is Exhibit A of systemic racism and police brutality in America; if you needed one."
1656,"CW: police brutality, murder, child murder https://t.co/z2YcormKr8"
1657,Veered off the lesson to talk about police brutality
1658,@kathylynn1953 You’re just pushing a false narrative of police brutality on black people. It’s a lie. Stop it.
1659,DENVER!!! Let’s get out and use our voices today! 🤘🖤 #denver #colorado #justice #for #dauntewright #protest #police… https://t.co/1qeAgCRVb6
1660,"tw // police brutality

im begging them. stop fucking killing us for no reason. the cop shot HIMSELF https://t.co/Uh51XWamQd"
1661,"History is Michael's best album, or at least for me it is. History is like a musical book, it talks about racism, p… https://t.co/cg6NePiw8D"
1662,@KalaMendoza Police instigate the crowd to get the crowd to respond so that they are justified in using overwhelmin… https://t.co/EwK15kPu2j
1663,"via ⁦@nytopinion⁩ 

Yes. Prove it.  https://t.co/9EHiE4OCI7"
1664,"Ladies and Gentlemen, here is Exhibit A of systemic racism and police brutality in America; if you needed one. https://t.co/7WREsXK9VB"
1665,Let me be clear. If you are not of the cultures that is being affected by police brutality and the racisms that it… https://t.co/Axmshm242T
1666,"THE APP I remember how if i feel like 80% certain al ""tokyo"" gore police brutality that make me an amateur pet guy is 9$"
1667,"This is not intentional police brutality or racism. This is police incompetence and lack of training.

Female offic… https://t.co/mCSQhYf1fH"
1668,"@VisionsGold @Phil_Lewis_ Mind you, that you have no idea the work I or any other activists are doing on the ground… https://t.co/2NvhbyQ9MU"
1669,"@wookietim We all already knew, like you said, but larger events at hand are more important &amp; over shadowing that,… https://t.co/sHjycCQ8cQ"
1670,@CplUSarmy36 I won’t condone arson due to the great risk to human life and worry about those that actually live dow… https://t.co/Bbba2YA9ng
1671,"@RadioFreeTom What are your ideas to make college more affordable, reduce police brutality/bias and restore SCOTUS… https://t.co/sLX7lgDXcN"
1672,I often think about that time when one of the President's aides earning tax payers money posted video of police bru… https://t.co/lBSgRpRgdY
1673,I can’t even watch the videos of police brutality agains black people anymore.. it’s so upsetting and draining.
1674,"@GovTimWalz The protesters are brave Minnesotans who are demanding the end of police brutality, calling in other Mi… https://t.co/BJD5GDtufj"
1675,@SteveDa44400620 @Ravenholm337 @DavidHawley2 @TheOnion America has alot of violence period and removing guns is jus… https://t.co/eqvAmGYOzx
1676,of course my mom said that the last greys episode wAsNt ThAt SpEcIaL when literally the whole episode covered the b… https://t.co/vRyx9A6oLt
1677,"Blacks stood in line for 11-18+hrs in Milwaukee, Detroit &amp; Philly voting in covid infested cities &amp; at risk of bein… https://t.co/bITCqy3AIb"
1678,"@matthewstoller That they're a distraction at time yes I can agree with that, but saying they're about things that… https://t.co/rhcCMchr5w"
1679,"Sat Oct 17 2020 Portland, Oregon - Federal agents shoot journalist with impact munitions WATCH:… https://t.co/ADkp2YNL2K"
1680,@MarcCieslak I like that they're opening up the MCU to cover broader issues. Looking back at Phase 1 and 2 they wer… https://t.co/1zb9xFuHBR
1681,that further trivialize and desensitizes Black trauma and death. And “well intentioned” whyte folks will lap this s… https://t.co/wHiinTwpvi
1682,Cw police brutality I’m not going to share the link. But that video game  really embodies the canabalistic nature o… https://t.co/1GdrZADrHF
1683,"@AllenLEllison Protecting voting rights for all eligible voters, expand the Supreme Court, police brutality against… https://t.co/uNxljWTNW9"
1684,@MinnesotaFan92 @CathyWurzer Last year reporters were also targeted. One lost an eye. The police brutality is indefensible!
1685,"Enjoy Savage Minds' episode with the wonderful Glenn Loury who addresses Black Lives Matter, our cultural fixation… https://t.co/6xjkit0STg"
1686,@peytonnoob @FoxNews By police? Doesn’t seem like the killings or brutality is slowing down.
1687,"@POTUS 
Mr. President - we fought SO HARD to get you into office and are thrilled you won. Now it’s time for you to… https://t.co/rJOX0wkiDw"
1688,Why do people have the need to be like “where’s the outrage for this!?” When it comes to street violence vs police… https://t.co/tyca95EVKC
1689,"I’m sick and tired of Police Officers engaging in Gun Violence, Police Brutality and Mass Shootings.
We need to Def… https://t.co/G61k0yXmwG"
1690,@LiaG974 @RainningD @_garrettlamb15_ @blackbishop @sniffluvr @Reuters Of course I do but my nephew ain’t a shorty d… https://t.co/E5mRxsFhyF
1691,niggas gonna be speed running police brutality 😭😭😭😭 https://t.co/JodlDZ8qQO
1692,"police brutality / black death / death of a minor //
-
- https://t.co/pkcI0bdWd5"
1693,giving police power to stop people and ask where they are going during covid is allowing police brutality and its fucking disgusting
1694,@VP @POTUS Can we please drop everything and have y'all focus on these cops out here murdering POC and children????… https://t.co/WyJBDzSRHx
1695,"Oakland protest against police brutality ends with multiple fires set, property damage https://t.co/o4cK0YQJus"
1696,@gunnymac1371 @ThinkImFunny @StandingNew @nytimes It's nice to know that you don't think police brutality isn't a p… https://t.co/8cW3IOohqL
1697,@Henry_J66 @TrumpJew2 Didn't y'all burn shoes because the company supported kneeling during the anthem in regards t… https://t.co/7Gz0kyfR3Y
1698,@CamomilleKing This type of shit gets worse every time police brutality is at the top of the news ananjakadmsm
1699,"@FullViewSABC Good afternoon. That's very unfortunate, the police brutality, especially against black people is worrying in America"
1700,@Aitchweb @RaverOldskool @SholaMos1 It IS your fault..... go whitesplain and excuse police brutality elsewhere. Or… https://t.co/1uXis34eWh
1701,"We are the youths of Sagamu, we were fully on ground the awareness rally, and no Police Officer shot at anyone. The… https://t.co/QEWWg3qXZX"
1702,"A terrific chat with Ajamu Baraka on the Chauvin trial, police brutality and US militarism in general. https://t.co/DVGFN7xPiZ via @YouTube"
1703,Thread of Nicki Minaj speaking out against police brutality and other issues that plague the Black community. https://t.co/xof9TtZMVJ
1704,"You know this is a bloody lie. Incarceration &amp; brutality rates, homicides while in police custody, access to voting… https://t.co/Uzo2Nm5cZj"
1705,@GatorAidFairy @r2020PB I do not say this to trivialize your feelings and distress or to attack you personally. The… https://t.co/iF2CTLgdBh
1706,The Christian nationalists who've incited hatred against Asians in America use bigotry to distract from their failu… https://t.co/XhbbmnmoFw
1707,@sherryfarnum @tedcruz Not sure you know what “incitement” means - also nobody was killed in the riots across the U… https://t.co/Lo1nstmRsH
1708,I don’t know what the answer is with our police problem. I don’t think we’ll ever legislate the brutality away. Org… https://t.co/QJTiD7vfZ6
1709,@kansas_kwick @JackPosobiec Not everyone who protests is a rioter. One person throws a milkshake and the whole thin… https://t.co/GR9JTWcbtL
1710,"Fires, damage at Oakland protest against police brutality https://t.co/D7JXfuWV1b #SmartNews"
1711,"// police brutality , antiblackness , black death , death of a minor https://t.co/kDmnz7lo4I"
1712,@GOPLeader What would Lincoln think of your parties‘ recent actions? Trying to overthrow an election? Changing elec… https://t.co/zPZi502LUa
1713,"two pieces on police brutality, three on immigration, and one on the Pulse nightclub shooting really got ya boi in… https://t.co/x4aQV4CbNK"
1714,@julian_or_jules God make up your minds people is it white boy summer or protest police brutality summer¿¿¿
1715,"And if you think you're immune to police brutality because of you race, gender or age...you are not."
1716,It shouldn’t take endless horrifying instances of police brutality for white people to give a shit about systemic racism.
1717,"He peacefully protested against “Police Brutality”, but was later violently driven out of the NFL, what when wrong… https://t.co/TTNLxuD84L"
1718,"@RadioFreeTom #DoTheMath
""After examining records from the Chicago Police Department from the 1870s to the 1920s, h… https://t.co/NvoRPbqBW4"
1719,"@not__vee @LilithLovett @Sinatra_Says Do you actually think police brutality is okay? 
I'm genuinely curious, why i… https://t.co/xNgVylMy2S"
1720,@ReverendWarnock Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-… https://t.co/SrINtcEhTE
1721,"@daviss @ErinMayeQuade Yes. We cannot tolerate police brutality and escalation, and it must stop, including their f… https://t.co/QGwtKZmIbT"
1722,@ReverendWarnock Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-… https://t.co/ruM2vtPZKT
1723,@ReverendWarnock Police officers &amp; public officials threw money at 17 y/o Kyle Rittenhouse who murdered two police-… https://t.co/7wFTaOatky
1724,@blakealexlind Profiting off of police brutality?????? Whaaaa
1725,@kcpolice Well maybe if police brutality wasn't at an all-time high maybe you wouldn't have to worry about people b… https://t.co/UHgkfzrG0M
1726,"This unlawful assembly statute must be repealed, it is used to authorize police brutality in my home state of Minne… https://t.co/jbznW3o6V4"
1727,"PROTEST: A protest against police brutality that began peacefully in Oakland ended with multiple fires set, several… https://t.co/vq0W6B4zWq"
1728,"Peaceful protest over recent police shootings in US ends in fires set, property damage
https://t.co/W8Tqp1YPFe"
1729,@NBCNews Here we go again.... Police brutality and no outcry or rioting or protests ... Goes to show you the mental… https://t.co/hDolIPYPic
1730,can’t believe this need to be said but please stop making video games about police brutality LMAOOOO y’all are actually insane
1731,Tell Hollywood to stop making slave movies and police brutality series. Stop profiting off of black trauma and struggle. 🤷🏽‍♂️
1732,im very glad that we can stop police brutality by cancelling the police on twitter
1733,"@Goodman14064919 @NOGreenPrivlege @hadymhmd15 @ABC Bro your comments are weak.
I have been against police brutality… https://t.co/QSSgKsARsy"
1734,"Cw police brutality
ahahahahaa what the FUCK https://t.co/EPDkLJqpZa"
1735,"Fires, damage at Oakland protest against police brutality https://t.co/gGW5jdWDNn"
1736,@thehill To end police brutality you have to  show respect and follow the law.  Looting burning does no good for your cause.
1737,@WhoISdeante Bruh like is that a video game? This is getting way outta hand? The marketing for police brutality in… https://t.co/XoCUNaNxjL
1738,@BreeNewsome I can’t tell you how many of my non-poc male “friends” go through this phase: Realization/vocalization… https://t.co/poPCAkk8dR
1739,@A_Weberg @LoetscherSamuel @patring302002 @shoe0nhead Whites make up 67% of population and 50% of police brutality… https://t.co/ImUErbz5Fj
1740,"Republicans will not apologize for violence when protests of police brutality are escalated by police, but this vio… https://t.co/twJphdCzen"
1741,"these BLM convos, Cop killing convos, police brutality convos, all just be the same stuff recycled fr lol"
1742,"My professor really has us making a whole ass reference website 😭😭😭

I’m doing mine one police brutality"
1743,@erinrpineda @JamesConran1 police brutality-murder of subalterns/gendered domestic violence/ number of firearms in… https://t.co/q3lbIS7LUf
1744,"@OnlyLuna18 @GandalfDaBlac @jherrerx @avitale &amp; if u a proud boy, flag waver, abortion hater or out there for gun r… https://t.co/kquIeJ13Kv"
1745,Breaking: police brutality drops to 0 https://t.co/wCFb0sq7l5
1746,"@BarbaraAgent99 Even though more white people are murdered by the police every year, minorities are still higher wi… https://t.co/G0qlAIS7sN"
1747,"cw // shooting , death , police brutality https://t.co/Uah2xaO2hU"
1748,@dontGetmeWwrong police brutality? cancelled 🔥
1749,@Fosters_mom_14 @KHannisse @OPP_News Enforcing the orders is not good for police who are trying to build bridges in… https://t.co/Dzin3ZTgOQ
1750,@professordarwin It's pretty telling that so much talk about mitigating police brutality is literally decreasing contacts with the police.
1751,Y’all I’m sitting here thinking about how Joe Joe @POTUS and Mamala @VP have been silent regarding police brutality… https://t.co/rkicczoAVE
1752,@_HeySteven Two different strangers on Netflix... I thought it was geared towards ppl who believe that police bruta… https://t.co/dxaZ6A2q68
1753,@chillie2 Waterloo has had it's own mess of police brutality...good guys is a stretch!
1754,Sometimes I randomly remember that they tried to end police brutality with a can of soda.
1755,The Rookie Star Titus Makin On Addressing Police Brutality On TV https://t.co/ta9DinXthg
1756,"Police arent just targeting POC; people w/disabilities, people living in poverty, people struggling w/SA also vulne… https://t.co/r8xQ5yMjIx"
1757,"@professordarwin Wait, so undocumented (non citizens) people are immune to police brutality/s? 🧐"
1758,"tw police brutality, child death, murder https://t.co/X4jGRMxD45"
1759,@Jenny10031 @CP24 you can'r have hash tag human rights on your profile if you're advocating for the invasion of hum… https://t.co/U9Talx3yy6
1760,"Only if someone would compile the brutality of this ""bikayo"" police on the workers of tlp. Their straight fires on… https://t.co/PkvsTvYR2y"
1761,@RealDLHughley Latinos need to take the lead on this one. Black folks have 1000s of police brutality cases to handle on our own.
1762,"@cnnbrk I wonder why CNN is not showing the story about the 16 year old white boy in college park, MD that just got… https://t.co/7ID1CQWA7A"
1763,"Tasha’s is absolutely White Boy Summer central. There’s another guy behind me, at a different table, complaining ab… https://t.co/t9VfzWJHn5"
1764,'Where are the good apples?': Trevor Noah asks why 'good' cops aren't speaking out against racist violence… https://t.co/m9Wx9a2cOo
1765,"#AdamToledo could have physically grown up with us. He could have fulfilled his dreams like the rest of us.

But no… https://t.co/IW8sDqq4bd"
1766,"SF DA Boudin Co-Sponsors Legislation Extending Victim Services to Survivors of Police Brutality .@chesaboudin 

https://t.co/nOUtWRb7Qh"
1767,Flashing back to Aug 22 when our medics were targeted with brutality &amp; aggressively arrested so that they couldn't… https://t.co/EIwT7Sk39w
1768,"@CNN I wonder why CNN is not showing the story about the 16 year old white boy in college park, MD that just got ki… https://t.co/fH7Nfz3JJ2"
1769,"Despite police reforms being formulated and implemented, India still has not managed to deal with police brutality… https://t.co/VmCRxUeti9"
1770,"A protest that began peacefully in California ended with multiple fires set, several cars damaged and numerous wind… https://t.co/tUpnoktfsA"
1771,@AmericaGrandos @BurlingSharon @italia_patriot You’re really harping on the wrong point. I was being tongue and che… https://t.co/0wJZ1lUoSz
1772,Police brutality disgusts me.
1773,@GregAbbott_TX so with Constitutional Carry does that mean If I see police brutality going on I can solve that prob… https://t.co/SZNuaEvEaS
1774,"@Mr_GetReal I literally was like
-the war in Afghanistan
-militarized police
-education reform with more testing
-C… https://t.co/yxEkF6ZALs"
1775,tw police brutality tw child death tw murder https://t.co/h3Pk2SaRtU
1776,@PissOffTrumpz It's call police brutality. Where are the lawyers? Show me the money. Make the police pay. What happ… https://t.co/QQL2PQwDG1
1777,Yal making Books and Video Games about police Brutality... America is lost. https://t.co/G1Ie1XkKMk
1778,"TW// shooting, death, police brutality

i don’t know how much more tired I can get of this place. https://t.co/cwdkSsUCrM"
1779,How Police Brutality In The U.S. Compares To Other Countries https://t.co/pSMQkSHq4N
1780,Truth. See also - Portland calls nearly their entire active force just for “crowd control” after police killed a ma… https://t.co/7nTXXztsmh
1781,"The police don’t care if your non-violent, they’ll attack you anyways if you take a stand against racism and police… https://t.co/8SeEN7w8ck"
1782,"""You know if Pat Robertson is commenting on police brutality, this is huge!"" https://t.co/Cz3p6AmheU"
1783,I truly believe police brutality would end if they stopped hiring white police officers.
1784,WHO THE FUCK WANTS TO PLAY A GAME ABOUT THEIR TRAUMA I KNOW NIGGAS WHO LOST THEY BLOOOOODDDDD RELATIVES TO POLICE B… https://t.co/EpC9zGNA0H
1785,"@dopegirlfresh they can be plenty competent when they want to be, though. just look at how fast cops can identify a… https://t.co/zlejIxz5my"
1786,@QasimRashid So Barack Obama has been saying forever that this is why voting in EVERY election matters. We wonder w… https://t.co/ZItKMB2E3b
1787,"TW: black death , police brutality , gun violence
-
-
-
-
-
-
-
- https://t.co/H2rNyDv0OH"
1788,"@TeeMDarby Marvin Gaye said it back in the day, Trigger Happy Police's, Don't Punish Me With Brutality, that what's still going on today"
1789,@atlasRanger @tsedoski @Cellular_Jnr @AdvoBarryRoux Sure BUT people are not the same. Different strokes for differe… https://t.co/tDVHlsLrhU
1790,It's really pointless to argue with those that blame the victims of sexual assault or police brutality. They've alr… https://t.co/jppJtgcV6A
1791,"I hear Derek Chauvin, while calmly and deliberately  murdering George Floyd, saying the same words “relax, relax, r… https://t.co/GDH1QMQs0E"
1792,Why the fuck is CNN broadcasting the royal funeral instead of shining light on the rampant gun violence and police… https://t.co/mRqkByb0Xn
1793,"@bradwinston9 Huh? you okay brother, who said people are disgusted with other party for bringing a kid into this sh… https://t.co/T6Rig7ZBtP"
1794,"tw // cops, death, racism, police brutality https://t.co/jinybe8gg8"
1795,"Tw // shooting , police brutality https://t.co/vKNhTZtp2V"
1796,@DrUmeshPrabhu5 @foleypetria @BMA_BAMEForum @BMA_Consultants Taking a knife to someone without their prior consent… https://t.co/5w8jYJMV8K
1797,"Fires, damage at Oakland protest against police brutality https://t.co/7eosEN0KhT #SmartNews"
1798,@nytimes lawmakers need to focus on gun control and police brutality and stfu
1799,"Growing up, we didn't have Bryant Gumbel or Charlie Gibson on in the mornings - we watched Pat Robertson. Lots of ""… https://t.co/HqBnEGmIWf"
1800,"TW//BLOOD AND BRUTALITY.
Mogok, Myanmar : As they were carrying 2 dead bodies in trollie , police are shouting we w… https://t.co/OS4IXdzfFQ"
1801,"I hate people whose response to police brutality is ""wELL dONT BrEAK tHE LaW"" as if they've never driven over the s… https://t.co/HG5eszqzah"
1802,@ABritInBrussels @damiengayle Or theyre angry at the bill that will criminalise protest? And police brutality? And… https://t.co/U5ZsaH6jIu
1803,"Starting to feel the cops don’t fully appreciate me 😢
Last #killthebill I gave them a whistlestop tour of police br… https://t.co/2ruofShLIb"
1804,"Glad to see that 4 grown men have used their influence to create a safe space to discuss male mental health, police… https://t.co/CiRQLtSE30"
1805,"@1MRNES I’m sorry...I think I missed the part where that was relevant to the conversation of POLICE brutality. 
🧐🧐🧐"
1806,"@FoxNews If these people say they are now Rioting because of ""Voter Fraud"" instead of Police Brutality will that make it all OK?"
1807,"A protest that began peacefully in California ended with multiple fires set, several cars damaged and numerous wind… https://t.co/w1oLqneEsJ"
1808,This might be kind of weird and silly but I sometimes buy coffee for mama’s that have had their babies taken away f… https://t.co/BK4QDYCo3D
1809,@wfaa The only reason police are against this if it becomes law is that their afraid people are going to fight back… https://t.co/6exUVFHJUJ
1810,We are not the country we say we are in America. We don’t support freedom and equality when we have unending police… https://t.co/pQ1IZ0nGqt
1811,@JoeBiden you're a disappointment to the people when it comes to police brutality and corruption. Where are you and… https://t.co/CpBqRD5wE4
1812,@Blacklistluxury @HopeInspire @johnpavlovitz He had already been one of the 5 police officers to put 37 bullets int… https://t.co/kFMclZwWEk
1813,"Protesters march through Oakland, denounce police brutality https://t.co/YrbkbH93L0"
1814,@ChoiceChain @burnt_paradise_ @guardian don't cry when citizens who have nothing to do with police brutality protec… https://t.co/ayB1q1CUrA
1815,"If you haven't heard of the Daniel Shaver case, this proves it has nothing to do with actual police brutality/negli… https://t.co/WX4LGrLPcT"
1816,@TypeError_ @mikeIikenike @cleopolitical @NorfolkPD You admit to being an insurrectionist in your profile. You are… https://t.co/FU5XiEMqia
1817,@ChrisKPolansky And the brutality of police continues! This happens in countries with dictators not America! This w… https://t.co/nCyTDqwJ3u
1818,"I should say the Kingston Police have enough on their hands with the increased drugs, sex work, fraud and brutality… https://t.co/ycJp5yXc0o"
1819,@Steebles1 @jtzll @nytimes Dude. Talk to your only Black friend about what is happening in America today with polic… https://t.co/ANBbCm8dI2
1820,"@DeeNurseRN @SkyNews You're a bit late aren't you? I don't claim to speak for the whole world dear. But, I can take… https://t.co/MHFB2OjOst"
1821,"Lindani Mnyeni💔I got a phone call 2 days ago about his passing, to share info on how to go about sending a body hom… https://t.co/lcJzj1hUz0"
1822,@khonsu_returns @bill64button @Pyromaniac031 @Chooka1989 @CallumRFlynn lol your state has 5 current sundown towns a… https://t.co/q0r2XTgyiw
1823,"tw // police brutality , black death https://t.co/zK1s54VFtk"
1824,"@nestelcrumch69 and all of this in the name to stop ""police brutality"""
1825,"tw // police brutality , murder https://t.co/eWBEsELcRk"
1826,@boy_quantum @FluffyHash @Jacob52410819 @watkins_93 @Quicktake @KariSoo1 @rumireports Oh. You defend police brutali… https://t.co/SaHx6zh7aW
1827,"its 2021, what happened to the time where our good black shows on channels had fun and had plots while ALSO talking… https://t.co/TisKccIVYe"
1828,"Explain: point guns at brown people
Educate: saying ""ouch"" = resisting arrest
Enforce: police brutality with no rep… https://t.co/Y7GmTCwMcL"
1829,"tw // police brutality , guns , murder , racism https://t.co/PpTiAdOEi5"
1830,@waffleshiz @dioofportland Am I the only one who thinks the person retweeting this tweet is a clueless inept incomp… https://t.co/xUjDBJFprT
1831,Via @nickyotissmith: Mass shootings and police brutality and killings haven’t changed in their trajectory for nearl… https://t.co/RytjkGPDJj
1832,How many parents of victims of police brutality have to come out and say that BLM is not a real organization meant… https://t.co/Mv3HdGAJXU
1833,"@BulfordMassive Damn dude, you're so right. I'm so sorry. I should care more about a British royal who was expected… https://t.co/w6ldAeK4gP"
1834,"@MadbanditRoy @ThinkImFunny @StandingNew @nytimes Everyone cares about police brutality
Only insane people think ev… https://t.co/RojBNJ1LAy"
1835,@nypost What they don't show you is the brutality of the police dog attacking people while the cops refuse to call it off
1836,@NicciHowe @joncampling Platforms should be used to educate. Not to complain that the police pulled you over instea… https://t.co/83GpWtohpf
1837,@chicagosmayor This is a joke. I have paid a fortune for my daughter to get a degree from a university in Chicago.… https://t.co/7no3siMy09
1838,"""During COVID-19, police collect bribes and turn toward brutality and abuse""
https://t.co/KYDO8Jp51P"
1839,"why are people only capable of showing respect for people who leech billions off the tax payer, but not people who… https://t.co/zuHngjHmux"
1840,"This week, late-show hosts responded to President Biden’s announcement that U.S. troops would exit Afghanistan by S… https://t.co/sBFIE36o5t"
1841,A one of our own a South African has been killed by you USA police Brutality. Mr President Ramaposa 🤷🏽‍♂️ https://t.co/TxvaFPUqQu
1842,"Wed Aug 19 2020 Portland, Oregon - Police puncture the tires of the Snack Van a second night in a row WATCH:… https://t.co/IKTzh2K9jc"
1843,"In the wake of national protests against racism and police brutality, join CalMatters and @KQED on April 21 for a w… https://t.co/AzsiLsNW8k"
1844,I’ll keep saying this. It’s not any more special or newsworthy when journalists are victims of police brutality. Bl… https://t.co/tjhzrkY2Ub
1845,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/0aUIa7lc0f"
1846,"@QasimRashid What will the defenders of police brutality say about this. The ones that always say ""if Black ppl wer… https://t.co/P9lBBxWOc7"
1847,"You can imagine why people who set buildings on fire don't like the police very much.

https://t.co/MYYqBJRcd0"
1848,"@nick_sal1 @ConnectrSecrets @RealCandaceO What the jury will have to weigh, is if the force was excessive, meaning… https://t.co/bjhaGAo2BO"
1849,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/iXMtClLyji"
1850,"Did Prince Philip lead a remarkable life of sacrifice, benefitting public good? No? Why is CNN and MSNBC covering h… https://t.co/x3eJg6oXEG"
1851,"""It is likely that the lower recognition of police violence against the Latinx community is caused by the notable a… https://t.co/YTcUhZeqkp"
1852,"// abuse of power, police brutality https://t.co/wlhG0T4MNL"
1853,Police brutality across the border. https://t.co/mwljwogKfP
1854,@HLHPattison It isn’t any worse. It’s been this way. The only difference is there are more devices recording them.… https://t.co/Kk5Bc3z9ta
1855,@AlexKentTN @AndrewMannix @AFPphoto @EleonoreSens Why is it so hard for people to believe despite clear videos that… https://t.co/ZuJPULZhu5
1856,whoo would of thought white boy summer involved continued police brutality
1857,"Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/D99oICXSpK"
1858,"Fires, damage at Oakland protest against police brutality  Associated PressView Full Coverage on Google News https://t.co/1DJhvcdXAI"
1859,"@USA_Network time to pull Chicago PD from your rotation- a show that glorifies police violence, corruption and brut… https://t.co/obxqerhVre"
1860,@getoffzenexe @burnt_paradise_ @guardian Burning and looting... because police brutality.
1861,@BreeNewsome There’s police brutality &amp; there’s crime &amp; the root cause of both issues are lack of moral values... S… https://t.co/01sg1hGPa0
1862,Mobile County District Attorney Ashley Rich: Put an End to Police Brutality - Sign the Petition! https://t.co/n4N6CLvwXS via @Change
1863,"He's been beaten by police too, now he is making TikTok videos about police brutality and getting 10s of thousands… https://t.co/nM6zflKWt3"
1864,@JackBondNJ @shorepatrol @MattWalshBlog So let me get this straight... A person that launches a campaign to defend… https://t.co/SAG0pMRgkK
1865,CDP takes pride and joy in hurting residents protesting police brutality. https://t.co/pMNDiDoOne
1866,"The Blue Wall of Silence Is Starting to Crack.
Police say, ‘This is not who we are.’ Prove it. https://t.co/fu0BRCFerr"
1867,@POTUS @VP Enough is enough with police brutality and harassment of Black and Brown people. Police have been condit… https://t.co/Y8QH6oDTiM
1868,"“All police do not have to be bad for the system to be violent and unjust. And the system is by design, not acciden… https://t.co/w3hi06qbCU"
1869,"The police are a fascist force, an occupying army, that enforces it ls own wants and needs through physical brutali… https://t.co/bSQaeGO4qv"
1870,"Through primary interviews, textual analysis and the use of framing theory, this paper examines how two Milwaukee n… https://t.co/uSYHwJd1SS"
1871,Police brutality and excessive use of force was made worse by 9/11 funds for local police. Much of the money was sp… https://t.co/3gpOZQ6xXc
1872,"@shannonrwatts @SusannaPuisto I'm not surprised. With all the 'brutality issues now days, I guess the police are af… https://t.co/FD4L6kkdGw"
1873,"Unpublished Richard Wright novel on police brutality, too hot for the 1940s, to be released https://t.co/8uwgyNR2tf"
1874,Police brutality in Toronto and Peel is gonna be 📈the fact that @fordnation is giving @TorontoPolice and… https://t.co/sxQ0uo6CZx
1875,I really believe the police are at war with us. They are militant authoritarians carrying out the will of white nat… https://t.co/spqhjomppR
1876,GREYS ANATOMY LITERALLY SPEAKS OUT AGAINST POLICE BRUTALITY MORE THAN HALF THESE PROFESSING CHRISTIANS OUT HERE WHY… https://t.co/zcoWYlMxwU
1877,back before i knew what police brutality was 🥲🥲🥲🥲🥲🥲🥲 https://t.co/YNGK9ZeL4P https://t.co/XKHPAZQaNq
1878,"@CP24 Figures!  I wouldn’t want to either if I were a Toronto cop, the same people thwarting the rules would be the… https://t.co/gq68fz9WNe"
1879,@hfoster505 @T_SMartin @Dom__Michelle @JenneCameron @ChickyAuto @Alyssa_Milano Police brutality is not purely a US… https://t.co/wUYJcuAZox
1880,"A protest that began peacefully ended with multiple fires set, several cars damaged and numerous windows shattered https://t.co/fDP7reBWa8"
1881,Why would a cop tackle &amp; injure anyone over $14? Why did they murder George Floyd's over $20? Back in the day we ca… https://t.co/YZgqO0S7SN
1882,"@valentine4james Furthermore, as a white person, maybe don't try and speak for Black folks? I understand asking the… https://t.co/4JOfIDBpEx"
1883,@Iam_armanivic @thaatboy @iamoddone @Gifted_Kabi The last protesters were arrested for breaching covid-19 protocol… https://t.co/qtqNwNqmf0
1884,"@beyerstein @jonrog1 Next thing you know, they'll be saying police brutality is a legit display of their honorable Viking heritage."
1885,@GoddesstheMuse Protest police brutality resulting in full on paramilitary police state. Ironic.
1886,"My God. In their own words, what we are allowing to happen to our kids. And they are OUR kids. They are American ki… https://t.co/OtquFNpeA6"
1887,@lavishhcardi Yeah I read the quote tweets and they’re replying to the bardi gang that lied and said Nicki hasn’t s… https://t.co/KyppVZXbnT
1888,@Stehal19034 @97BCH4NS @OgichidaaOgemaa @IvoryCrickett @SmelimM @sugerkat @Thealtoking @disco_socialist No actually… https://t.co/VQ9JKqpdDw
1889,Are any proceeds going to BLM or any charities fighting against police brutality and institutional racism or is thi… https://t.co/nDlMyOnZ3E
1890,"tw // police brutality , gun , death , shooting
.
.
.
https://t.co/a0ypSa6FSA"
1891,Went to bed thinking about how the charter school/voucher movements connect to police brutality/murders and mass sh… https://t.co/0KTfmcCC30
1892,"#USNews #APTopNews Fires, damage at Oakland protest against police brutality - Associated Press https://t.co/2nqNWFxRUc"
